Name,Measure,Measure Info,Geo Place Name,Time Period,Start_Date,Data Value
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge Heights and Bedford (CD7),Annual Average 2016,12/31/2015,19.15
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2012,06/01/2012,8.11
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2013,06/01/2013,7.88
Nitrogen dioxide (NO2),Mean,ppb,Flushing and Whitestone (CD7),Annual Average 2016,12/31/2015,18.2
Nitrogen dioxide (NO2),Mean,ppb,Flushing and Whitestone (CD7),Winter 2018-19,12/01/2018,21.31
Nitrogen dioxide (NO2),Mean,ppb,Flatbush and Midwood (CD14),Annual Average 2015,01/01/2015,19.26
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side (CD7),Winter 2008-09,12/01/2008,36.35
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side (CD7),Winter 2017-18,12/01/2017,27.27
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge Heights and Bedford (CD7),Winter 2013-14,12/01/2013,26.19
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge Heights and Bedford (CD7),Annual Average 2019,01/01/2019,16.23
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Winter 2008-09,12/01/2008,20.89
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Winter 2013-14,12/01/2013,22.58
Nitrogen dioxide (NO2),Mean,ppb,Flushing and Whitestone (CD7),Winter 2017-18,12/01/2017,24.45
Nitrogen dioxide (NO2),Mean,ppb,Flatbush and Midwood (CD14),Winter 2017-18,12/01/2017,23.47
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park (CD7),Winter 2017-18,12/01/2017,25.9
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side (CD7),Summer 2011,06/01/2011,25.77
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side (CD7),Summer 2010,06/01/2010,26.69
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side (CD7),Summer 2016,06/01/2016,19.1
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2010,06/01/2010,9.96
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2011,06/01/2011,9.81
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2016,06/01/2016,6.1
Nitrogen dioxide (NO2),Mean,ppb,Flushing and Whitestone (CD7),Summer 2016,06/01/2016,14
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side (CD7),Winter 2012-13,12/01/2012,30.62
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side (CD7),Winter 2019-20,12/01/2019,28.15
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge Heights and Bedford (CD7),Annual Average 2010,12/01/2009,23.77
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Winter 2012-13,12/01/2012,18.77
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Annual Average 2010,12/01/2009,13.95
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2019,06/01/2019,7.22
Nitrogen dioxide (NO2),Mean,ppb,Flushing and Whitestone (CD7),Summer 2015,06/01/2015,14.4
Nitrogen dioxide (NO2),Mean,ppb,Flatbush and Midwood (CD14),Summer 2015,06/01/2015,13.99
Nitrogen dioxide (NO2),Mean,ppb,Clinton and Chelsea (CD4),Summer 2015,06/01/2015,23.42
Nitrogen dioxide (NO2),Mean,ppb,Stuyvesant Town and Turtle Bay (CD6),Summer 2019,06/01/2019,23.07
Nitrogen dioxide (NO2),Mean,ppb,Stuyvesant Town and Turtle Bay (CD6),Winter 2019-20,12/01/2019,32.57
Nitrogen dioxide (NO2),Mean,ppb,Belmont and East Tremont (CD6),Winter 2012-13,12/01/2012,26.22
Nitrogen dioxide (NO2),Mean,ppb,Belmont and East Tremont (CD6),Annual Average 2010,12/01/2009,24.44
Nitrogen dioxide (NO2),Mean,ppb,Riverdale and Fieldston (CD8),Summer 2019,06/01/2019,10.37
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Summer 2019,06/01/2019,12.97
Nitrogen dioxide (NO2),Mean,ppb,Hillcrest and Fresh Meadows (CD8),Annual Average 2010,12/01/2009,21.28
Ozone (O3),Mean,ppb,Rego Park and Forest Hills (CD6),Summer 2009,06/01/2009,24.53
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Winter 2010-11,12/01/2010,31.5
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Summer 2009,06/01/2009,21.16
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Annual Average 2013,12/01/2012,21.1
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Winter 2014-15,12/01/2014,25.25
Nitrogen dioxide (NO2),Mean,ppb,Rego Park and Forest Hills (CD6),Annual Average 2017,01/01/2017,19.33
Nitrogen dioxide (NO2),Mean,ppb,Fordham - Bronx Pk,Winter 2017-18,12/01/2017,22.82
Nitrogen dioxide (NO2),Mean,ppb,Fordham - Bronx Pk,Annual Average 2019,01/01/2019,15.17
Nitrogen dioxide (NO2),Mean,ppb,Crotona -Tremont,Winter 2008-09,12/01/2008,32.51
Nitrogen dioxide (NO2),Mean,ppb,Flushing - Clearview,Winter 2017-18,12/01/2017,24.42
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Winter 2012-13,12/01/2012,27.11
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Summer 2015,06/01/2015,15.97
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Winter 2019-20,12/01/2019,27.58
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Summer 2015,06/01/2015,14.98
Nitrogen dioxide (NO2),Mean,ppb,Fordham - Bronx Pk,Winter 2012-13,12/01/2012,24.13
Nitrogen dioxide (NO2),Mean,ppb,Crotona -Tremont,Summer 2019,06/01/2019,14.38
Nitrogen dioxide (NO2),Mean,ppb,Crotona -Tremont,Winter 2019-20,12/01/2019,24.76
Fine particles (PM 2.5),Mean,mcg/m3,Riverdale and Fieldston (CD8),Winter 2014-15,12/01/2014,10.15
Fine particles (PM 2.5),Mean,mcg/m3,Riverdale and Fieldston (CD8),Annual Average 2017,01/01/2017,7.4
Fine particles (PM 2.5),Mean,mcg/m3,Riverdale and Fieldston (CD8),Annual Average 2021,01/01/2021,6.55
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Annual Average 2021,01/01/2021,6.43
Fine particles (PM 2.5),Mean,mcg/m3,Hillcrest and Fresh Meadows (CD8),Winter 2010-11,12/01/2010,12.08
Fine particles (PM 2.5),Mean,mcg/m3,Hillcrest and Fresh Meadows (CD8),Winter 2014-15,12/01/2014,8.76
Fine particles (PM 2.5),Mean,mcg/m3,Hillcrest and Fresh Meadows (CD8),Annual Average 2013,12/01/2012,8.23
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Winter 2010-11,12/01/2010,12.41
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Summer 2009,06/01/2009,10.67
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Annual Average 2013,12/01/2012,8.71
Nitrogen dioxide (NO2),Mean,ppb,South Beach and Willowbrook (CD2),Winter 2010-11,12/01/2010,23.17
Nitrogen dioxide (NO2),Mean,ppb,South Beach and Willowbrook (CD2),Summer 2009,06/01/2009,12.89
Nitrogen dioxide (NO2),Mean,ppb,South Beach and Willowbrook (CD2),Annual Average 2013,12/01/2012,13.77
Nitrogen dioxide (NO2),Mean,ppb,South Beach and Willowbrook (CD2),Winter 2014-15,12/01/2014,19.58
Nitrogen dioxide (NO2),Mean,ppb,St. George and Stapleton (CD1),Summer 2009,06/01/2009,17.45
Nitrogen dioxide (NO2),Mean,ppb,St. George and Stapleton (CD1),Winter 2010-11,12/01/2010,27.18
Nitrogen dioxide (NO2),Mean,ppb,High Bridge - Morrisania,Winter 2008-09,12/01/2008,33.61
Nitrogen dioxide (NO2),Mean,ppb,High Bridge - Morrisania,Winter 2013-14,12/01/2013,28.68
Nitrogen dioxide (NO2),Mean,ppb,Borough Park,Annual Average 2019,01/01/2019,16.66
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Winter 2013-14,12/01/2013,26.86
Nitrogen dioxide (NO2),Mean,ppb,Rockaways,Annual Average 2019,01/01/2019,10.04
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Winter 2017-18,12/01/2017,21.61
Nitrogen dioxide (NO2),Mean,ppb,Manhattan,Winter 2017-18,12/01/2017,28.62
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Winter 2013-14,12/01/2013,25.34
Ozone (O3),Mean,ppb,Lower East Side and Chinatown (CD3),Summer 2009,06/01/2009,21.59
Nitrogen dioxide (NO2),Mean,ppb,Jackson Heights (CD3),Winter 2010-11,12/01/2010,31.75
Nitrogen dioxide (NO2),Mean,ppb,Jackson Heights (CD3),Annual Average 2021,01/01/2021,16.91
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Summer 2009,06/01/2009,22.96
Nitrogen dioxide (NO2),Mean,ppb,Elmhurst and Corona (CD4),Annual Average 2013,12/01/2012,22.82
Nitrogen dioxide (NO2),Mean,ppb,Tottenville and Great Kills (CD3),Winter 2014-15,12/01/2014,18.2
Nitrogen dioxide (NO2),Mean,ppb,Bronx,Winter 2013-14,12/01/2013,25.87
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Annual Average 2019,01/01/2019,16.27
Nitrogen dioxide (NO2),Mean,ppb,Canarsie - Flatlands,Winter 2013-14,12/01/2013,25.35
Nitrogen dioxide (NO2),Mean,ppb,Canarsie - Flatlands,Annual Average 2019,01/01/2019,13.14
Nitrogen dioxide (NO2),Mean,ppb,Southwest Queens,Winter 2008-09,12/01/2008,29.22
Nitrogen dioxide (NO2),Mean,ppb,Southwest Queens,Annual Average 2019,01/01/2019,15.13
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Winter 2017-18,12/01/2017,23.83
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Winter 2013-14,12/01/2013,39.35
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Winter 2013-14,12/01/2013,33.98
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Annual Average 2019,01/01/2019,23.56
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point - Mott Haven,Winter 2019-20,12/01/2019,25.29
Nitrogen dioxide (NO2),Mean,ppb,Bronx,Summer 2019,06/01/2019,13.14
Nitrogen dioxide (NO2),Mean,ppb,Brooklyn,Annual Average 2010,12/01/2009,22.7
Nitrogen dioxide (NO2),Mean,ppb,Brooklyn,Winter 2019-20,12/01/2019,25.56
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Summer 2019,06/01/2019,12.75
Nitrogen dioxide (NO2),Mean,ppb,Canarsie - Flatlands,Summer 2019,06/01/2019,9.24
Nitrogen dioxide (NO2),Mean,ppb,Southwest Queens,Winter 2019-20,12/01/2019,23.92
Nitrogen dioxide (NO2),Mean,ppb,Jamaica,Winter 2012-13,12/01/2012,22.95
Nitrogen dioxide (NO2),Mean,ppb,Southwest Queens,Annual Average 2012,12/01/2011,20.01
Ozone (O3),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2009,06/01/2009,33.69
Ozone (O3),Mean,ppb,Kingsbridge Heights and Bedford (CD7),Summer 2009,06/01/2009,23.55
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Winter 2014-15,12/01/2014,20.58
Nitrogen dioxide (NO2),Mean,ppb,Rockaway and Broad Channel (CD14),Annual Average 2017,01/01/2017,12.55
Nitrogen dioxide (NO2),Mean,ppb,Flushing and Whitestone (CD7),Annual Average 2017,01/01/2017,18.45
Nitrogen dioxide (NO2),Mean,ppb,Flushing and Whitestone (CD7),Annual Average 2021,01/01/2021,15.66
Nitrogen dioxide (NO2),Mean,ppb,Flushing and Whitestone (CD7),Annual Average 2013,12/01/2012,18.71
Nitrogen dioxide (NO2),Mean,ppb,Flushing and Whitestone (CD7),Summer 2009,06/01/2009,19.23
Nitrogen dioxide (NO2),Mean,ppb,Williamsburg - Bushwick,Winter 2017-18,12/01/2017,27.7
Nitrogen dioxide (NO2),Mean,ppb,Williamsburg - Bushwick,Annual Average 2019,01/01/2019,19.67
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side,Winter 2008-09,12/01/2008,36.38
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side,Annual Average 2019,01/01/2019,20.8
Nitrogen dioxide (NO2),Mean,ppb,East New York,Winter 2012-13,12/01/2012,25.3
Nitrogen dioxide (NO2),Mean,ppb,Pelham - Throgs Neck,Winter 2012-13,12/01/2012,22.38
Nitrogen dioxide (NO2),Mean,ppb,Pelham - Throgs Neck,Summer 2019,06/01/2019,12.8
Nitrogen dioxide (NO2),Mean,ppb,Pelham - Throgs Neck,Winter 2019-20,12/01/2019,22.22
Nitrogen dioxide (NO2),Mean,ppb,Williamsburg - Bushwick,Summer 2015,06/01/2015,16.54
Nitrogen dioxide (NO2),Mean,ppb,Williamsburg - Bushwick,Winter 2019-20,12/01/2019,28.7
Nitrogen dioxide (NO2),Mean,ppb,East New York,Annual Average 2012,12/01/2011,20.67
Nitrogen dioxide (NO2),Mean,ppb,Williamsbridge and Baychester (CD12),Annual Average 2010,12/01/2009,19.74
Nitrogen dioxide (NO2),Mean,ppb,Williamsbridge and Baychester (CD12),Winter 2019-20,12/01/2019,21.56
Ozone (O3),Mean,ppb,Washington Heights and Inwood (CD12),Summer 2009,06/01/2009,21.92
Ozone (O3),Mean,ppb,Williamsbridge and Baychester (CD12),Summer 2009,06/01/2009,26.58
Ozone (O3),Mean,ppb,South Ozone Park and Howard Beach (CD10),Summer 2009,06/01/2009,27.2
Nitrogen dioxide (NO2),Mean,ppb,Jamaica and Hollis (CD12),Annual Average 2021,01/01/2021,15.13
Nitrogen dioxide (NO2),Mean,ppb,South Ozone Park and Howard Beach (CD10),Summer 2009,06/01/2009,17.65
Nitrogen dioxide (NO2),Mean,ppb,South Ozone Park and Howard Beach (CD10),Winter 2010-11,12/01/2010,28.73
Nitrogen dioxide (NO2),Mean,ppb,South Ozone Park and Howard Beach (CD10),Annual Average 2013,12/01/2012,19.04
Nitrogen dioxide (NO2),Mean,ppb,Washington Heights,Winter 2013-14,12/01/2013,26.86
Nitrogen dioxide (NO2),Mean,ppb,Port Richmond,Winter 2017-18,12/01/2017,22.6
Nitrogen dioxide (NO2),Mean,ppb,Port Richmond,Annual Average 2019,01/01/2019,15.73
Nitrogen dioxide (NO2),Mean,ppb,Long Island City - Astoria,Annual Average 2019,01/01/2019,20.24
Nitrogen dioxide (NO2),Mean,ppb,Greenpoint,Summer 2019,06/01/2019,19.22
Nitrogen dioxide (NO2),Mean,ppb,Greenpoint,Winter 2019-20,12/01/2019,29.27
Fine particles (PM 2.5),Mean,mcg/m3,Brownsville (CD16),Summer 2020,06/01/2020,6.96
Fine particles (PM 2.5),Mean,mcg/m3,Brownsville (CD16),Summer 2018,06/01/2018,8.63
Fine particles (PM 2.5),Mean,mcg/m3,Ridgewood and Maspeth (CD5),Summer 2009,06/01/2009,10.85
Fine particles (PM 2.5),Mean,mcg/m3,Ridgewood and Maspeth (CD5),Annual Average 2013,12/01/2012,8.76
Ozone (O3),Mean,ppb,Midtown (CD5),Summer 2017,06/01/2017,21.32
Ozone (O3),Mean,ppb,Midtown (CD5),Summer 2018,06/01/2018,22.91
Nitrogen dioxide (NO2),Mean,ppb,Midtown (CD5),Annual Average 2018,01/01/2018,31.1
Nitrogen dioxide (NO2),Mean,ppb,Brownsville (CD16),Summer 2014,06/01/2014,15.48
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Summer 2014,06/01/2014,13.71
Nitrogen dioxide (NO2),Mean,ppb,Fordham and University Heights (CD5),Winter 2017-18,12/01/2017,26.49
Nitrogen dioxide (NO2),Mean,ppb,Northeast Bronx,Annual Average 2019,01/01/2019,14.67
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Winter 2013-14,12/01/2013,27.51
Nitrogen dioxide (NO2),Mean,ppb,East New York and Starrett City (CD5),Annual Average 2019,01/01/2019,15.43
Nitrogen dioxide (NO2),Mean,ppb,Fordham and University Heights (CD5),Summer 2016,06/01/2016,17.67
Nitrogen dioxide (NO2),Mean,ppb,Brownsville (CD16),Winter 2020-21,12/01/2020,22.89
Nitrogen dioxide (NO2),Mean,ppb,Fordham and University Heights (CD5),Summer 2015,06/01/2015,18.84
Nitrogen dioxide (NO2),Mean,ppb,Midtown (CD5),Summer 2015,06/01/2015,29.69
Nitrogen dioxide (NO2),Mean,ppb,Brownsville (CD16),Summer 2019,06/01/2019,13.24
Ozone (O3),Mean,ppb,Ridgewood and Maspeth (CD5),Summer 2009,06/01/2009,26.1
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Winter 2014-15,12/01/2014,9.17
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Annual Average 2017,01/01/2017,7.35
Fine particles (PM 2.5),Mean,mcg/m3,Flushing - Clearview,Winter 2009-10,12/01/2009,9.54
Fine particles (PM 2.5),Mean,mcg/m3,Flushing - Clearview,Winter 2011-12,12/01/2011,9.23
Fine particles (PM 2.5),Mean,mcg/m3,Flushing - Clearview,Annual Average 2014,12/01/2013,8.65
Fine particles (PM 2.5),Mean,mcg/m3,Flushing - Clearview,Summer 2020,06/01/2020,7.05
Fine particles (PM 2.5),Mean,mcg/m3,Ridgewood - Forest Hills,Annual Average 2014,12/01/2013,8.85
Fine particles (PM 2.5),Mean,mcg/m3,Ridgewood - Forest Hills,Summer 2017,06/01/2017,8.85
Fine particles (PM 2.5),Mean,mcg/m3,Ridgewood - Forest Hills,Summer 2018,06/01/2018,8.33
Fine particles (PM 2.5),Mean,mcg/m3,East Harlem,Annual Average 2014,12/01/2013,9.84
Fine particles (PM 2.5),Mean,mcg/m3,Upper East Side,Winter 2009-10,12/01/2009,11.89
Fine particles (PM 2.5),Mean,mcg/m3,Willowbrook,Annual Average 2014,12/01/2013,8.68
Fine particles (PM 2.5),Mean,mcg/m3,Willowbrook,Winter 2011-12,12/01/2011,8.48
Fine particles (PM 2.5),Mean,mcg/m3,Willowbrook,Summer 2017,06/01/2017,8.35
Fine particles (PM 2.5),Mean,mcg/m3,Willowbrook,Winter 2016-17,12/01/2016,7.28
Fine particles (PM 2.5),Mean,mcg/m3,Willowbrook,Summer 2018,06/01/2018,7.74
Fine particles (PM 2.5),Mean,mcg/m3,Willowbrook,Summer 2020,06/01/2020,6.6
Fine particles (PM 2.5),Mean,mcg/m3,Willowbrook,Winter 2009-10,12/01/2009,9.27
Fine particles (PM 2.5),Mean,mcg/m3,Stuyvesant Town and Turtle Bay (CD6),Winter 2018-19,12/01/2018,10.74
Fine particles (PM 2.5),Mean,mcg/m3,Belmont and East Tremont (CD6),Winter 2018-19,12/01/2018,7.8
Fine particles (PM 2.5),Mean,mcg/m3,Riverdale and Fieldston (CD8),Summer 2014,06/01/2014,8.65
Fine particles (PM 2.5),Mean,mcg/m3,Fordham - Bronx Pk,Annual Average 2013,12/01/2012,9.06
Fine particles (PM 2.5),Mean,mcg/m3,Fordham - Bronx Pk,Annual Average 2021,01/01/2021,6.58
Fine particles (PM 2.5),Mean,mcg/m3,Crotona -Tremont,Winter 2014-15,12/01/2014,10.65
Fine particles (PM 2.5),Mean,mcg/m3,Crotona -Tremont,Annual Average 2017,01/01/2017,8.16
Fine particles (PM 2.5),Mean,mcg/m3,Upper East Side,Annual Average 2017,01/01/2017,8.85
Fine particles (PM 2.5),Mean,mcg/m3,Flushing - Clearview,Summer 2009,06/01/2009,10.23
Fine particles (PM 2.5),Mean,mcg/m3,Ridgewood - Forest Hills,Summer 2009,06/01/2009,10.56
Fine particles (PM 2.5),Mean,mcg/m3,Belmont and East Tremont (CD6),Annual Average 2019,01/01/2019,7.15
Fine particles (PM 2.5),Mean,mcg/m3,Crown Heights and Prospect Heights (CD8),Annual Average 2015,01/01/2015,8.91
Fine particles (PM 2.5),Mean,mcg/m3,Crown Heights and Prospect Heights (CD8),Annual Average 2020,01/01/2020,6.31
Fine particles (PM 2.5),Mean,mcg/m3,Rego Park and Forest Hills (CD6),Annual Average 2020,01/01/2020,6.12
Nitrogen dioxide (NO2),Mean,ppb,Borough Park,Winter 2012-13,12/01/2012,25.67
Nitrogen dioxide (NO2),Mean,ppb,Borough Park,Annual Average 2010,12/01/2009,23.43
Nitrogen dioxide (NO2),Mean,ppb,High Bridge - Morrisania,Winter 2012-13,12/01/2012,28.3
Nitrogen dioxide (NO2),Mean,ppb,Coney Island - Sheepshead Bay,Annual Average 2010,12/01/2009,19.01
Nitrogen dioxide (NO2),Mean,ppb,Coney Island - Sheepshead Bay,Summer 2015,06/01/2015,11.07
Nitrogen dioxide (NO2),Mean,ppb,Rockaways,Winter 2019-20,12/01/2019,17.57
Nitrogen dioxide (NO2),Mean,ppb,Rockaways,Summer 2019,06/01/2019,7.33
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Winter 2019-20,12/01/2019,20.09
Nitrogen dioxide (NO2),Mean,ppb,Borough Park,Annual Average 2012,12/01/2011,20.87
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Annual Average 2012,12/01/2011,17.34
Fine particles (PM 2.5),Mean,mcg/m3,Long Island City and Astoria (CD1),Annual Average 2017,01/01/2017,7.69
Fine particles (PM 2.5),Mean,mcg/m3,Long Island City and Astoria (CD1),Annual Average 2021,01/01/2021,6.76
Fine particles (PM 2.5),Mean,mcg/m3,Fort Greene and Brooklyn Heights (CD2),Winter 2014-15,12/01/2014,10.03
Fine particles (PM 2.5),Mean,mcg/m3,Fort Greene and Brooklyn Heights (CD2),Annual Average 2021,01/01/2021,7.1
Fine particles (PM 2.5),Mean,mcg/m3,South Beach and Willowbrook (CD2),Annual Average 2013,12/01/2012,8.05
Fine particles (PM 2.5),Mean,mcg/m3,Greenpoint and Williamsburg (CD1),Annual Average 2017,01/01/2017,9.06
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2009-10,12/01/2009,8.85
Fine particles (PM 2.5),Mean,mcg/m3,Rockaways,Winter 2011-12,12/01/2011,6.73
Fine particles (PM 2.5),Mean,mcg/m3,Rockaways,Winter 2009-10,12/01/2009,7.95
Fine particles (PM 2.5),Mean,mcg/m3,Rockaways,Annual Average 2014,12/01/2013,7.69
Fine particles (PM 2.5),Mean,mcg/m3,Bensonhurst - Bay Ridge,Annual Average 2014,12/01/2013,8.62
Fine particles (PM 2.5),Mean,mcg/m3,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,7.83
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Annual Average 2014,12/01/2013,8.02
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2016-17,12/01/2016,7.7
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Annual Average 2015,01/01/2015,9.85
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Winter 2018-19,12/01/2018,8.32
Fine particles (PM 2.5),Mean,mcg/m3,Flatlands and Canarsie (CD18),Annual Average 2017,01/01/2017,6.99
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant (CD3),Winter 2010-11,12/01/2010,12.91
Fine particles (PM 2.5),Mean,mcg/m3,Bushwick (CD4),Annual Average 2013,12/01/2012,8.82
Fine particles (PM 2.5),Mean,mcg/m3,Tottenville and Great Kills (CD3),Annual Average 2013,12/01/2012,7.84
Fine particles (PM 2.5),Mean,mcg/m3,Southwest Queens,Winter 2011-12,12/01/2011,8.45
Fine particles (PM 2.5),Mean,mcg/m3,Southwest Queens,Winter 2009-10,12/01/2009,9.67
Fine particles (PM 2.5),Mean,mcg/m3,Jamaica,Winter 2011-12,12/01/2011,8.8
Fine particles (PM 2.5),Mean,mcg/m3,Southwest Queens,Summer 2017,06/01/2017,8.43
Fine particles (PM 2.5),Mean,mcg/m3,Southwest Queens,Summer 2020,06/01/2020,6.69
Fine particles (PM 2.5),Mean,mcg/m3,Southwest Queens,Summer 2018,06/01/2018,8.02
Fine particles (PM 2.5),Mean,mcg/m3,Jamaica,Winter 2009-10,12/01/2009,9.68
Fine particles (PM 2.5),Mean,mcg/m3,Morrisania and Crotona (CD3),Annual Average 2009,12/01/2008,11.37
Fine particles (PM 2.5),Mean,mcg/m3,Morrisania and Crotona (CD3),Annual Average 2011,12/01/2010,11.09
Fine particles (PM 2.5),Mean,mcg/m3,Morrisania and Crotona (CD3),Winter 2018-19,12/01/2018,7.43
Fine particles (PM 2.5),Mean,mcg/m3,Morrisania and Crotona (CD3),Annual Average 2020,01/01/2020,6.22
Fine particles (PM 2.5),Mean,mcg/m3,Highbridge and Concourse (CD4),Summer 2014,06/01/2014,9.39
Fine particles (PM 2.5),Mean,mcg/m3,Lower East Side and Chinatown (CD3),Annual Average 2009,12/01/2008,11.85
Fine particles (PM 2.5),Mean,mcg/m3,Lower East Side and Chinatown (CD3),Annual Average 2011,12/01/2010,11.26
Fine particles (PM 2.5),Mean,mcg/m3,Lower East Side and Chinatown (CD3),Winter 2018-19,12/01/2018,9.84
Fine particles (PM 2.5),Mean,mcg/m3,Lower East Side and Chinatown (CD3),Annual Average 2020,01/01/2020,7.51
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Annual Average 2013,12/01/2012,8.6
Fine particles (PM 2.5),Mean,mcg/m3,Canarsie - Flatlands,Summer 2009,06/01/2009,10.35
Fine particles (PM 2.5),Mean,mcg/m3,Gramercy Park - Murray Hill,Winter 2014-15,12/01/2014,12.55
Fine particles (PM 2.5),Mean,mcg/m3,Gramercy Park - Murray Hill,Annual Average 2017,01/01/2017,10.33
Fine particles (PM 2.5),Mean,mcg/m3,Greenwich Village - SoHo,Annual Average 2013,12/01/2012,10.81
Fine particles (PM 2.5),Mean,mcg/m3,Greenwich Village - SoHo,Winter 2010-11,12/01/2010,14.62
Fine particles (PM 2.5),Mean,mcg/m3,Greenwich Village - SoHo,Annual Average 2021,01/01/2021,8.22
Fine particles (PM 2.5),Mean,mcg/m3,Southwest Queens,Annual Average 2017,01/01/2017,6.94
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge - Riverdale,Summer 2015,06/01/2015,14.28
Nitrogen dioxide (NO2),Mean,ppb,Washington Heights,Summer 2015,06/01/2015,17.27
Nitrogen dioxide (NO2),Mean,ppb,Port Richmond,Winter 2019-20,12/01/2019,21.89
Nitrogen dioxide (NO2),Mean,ppb,Washington Heights,Annual Average 2012,12/01/2011,23.15
Fine particles (PM 2.5),Mean,mcg/m3,Port Richmond,Winter 2009-10,12/01/2009,9.34
Fine particles (PM 2.5),Mean,mcg/m3,Port Richmond,Annual Average 2014,12/01/2013,8.79
Fine particles (PM 2.5),Mean,mcg/m3,Port Richmond,Summer 2017,06/01/2017,8.61
Fine particles (PM 2.5),Mean,mcg/m3,Port Richmond,Winter 2016-17,12/01/2016,7.36
Fine particles (PM 2.5),Mean,mcg/m3,Port Richmond,Summer 2018,06/01/2018,7.84
